total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
3.52,0.01,0.0028,1.23,0.3494,1.36,0.3864,0.24,0.0682,0.64,0.1818,0.03,0.0085,18.97,0.688,22,0.442,68,woman,high,1.783,33.82,5.6,0.12,0.004,0.07,448.04,12.42,0.812,15.4,917.18,24.44,0.795,15.07,120.52,2.33,0.067,1.27,276.74,4.92,0.104,1.96,9.78,0.11,0.002,0.03
38.48,4.16,0.1081,5.77,0.1499,6.64,0.1726,7.93,0.2061,8.79,0.2284,5.19,0.1349,18.84,0.846,12,0.118,34,all,high,14.473,272.68,2318.84,55.78,1.98,37.3,2482.25,83.65,4.465,84.12,4423.72,134.78,4.072,76.72,3970.76,81.24,2.5,47.1,3154.38,54.36,1.169,22.02,1648.09,18.79,0.287,5.41
3.99,0.07,0.0175,0.91,0.2281,0.81,0.203,0.44,0.1103,1.19,0.2982,0.57,0.1429,9.89,0.921,21,0.568,78,woman,all,1.876,18.55,42.27,0.87,0.034,0.33,403.49,14.01,0.864,8.55,574.55,17.54,0.618,6.11,248.18,4.8,0.154,1.52,442.64,7.66,0.175,1.73,188.2,2.08,0.031,0.3
18.45,3.16,0.1713,0.78,0.0423,1.0,0.0542,9.81,0.5317,1.8,0.0976,1.9,0.103,18.72,0.373,10,0.097,59,woman,high,5.655,105.86,1602.43,31.3,1.429,26.74,346.36,9.42,0.628,11.75,698.76,15.88,0.568,10.63,4695.8,93.35,2.727,51.04,739.25,11.36,0.227,4.25,568.15,5.33,0.078,1.45
3.39,0.3,0.0885,0.76,0.2242,0.55,0.1622,1.06,0.3127,0.02,0.0059,0.7,0.2065,14.31,0.606,6,0.543,16,man,high,1.547,22.14,186.75,4.04,0.173,2.47,316.38,10.69,0.613,8.77,373.34,11.63,0.424,6.07,509.13,9.87,0.295,4.21,7.89,0.12,0.002,0.04,253.42,2.86,0.041,0.59
11.16,0.03,0.0027,5.32,0.4767,1.18,0.1057,2.68,0.2401,0.23,0.0206,1.73,0.155,23.84,0.643,1,0.327,60,woman,high,6.057,144.41,16.33,0.35,0.013,0.32,2508.96,77.3,4.208,100.32,738.79,19.6,0.772,18.4,1302.43,29.59,0.91,21.7,84.97,1.65,0.031,0.74,575.23,6.63,0.123,2.93
70.17,6.43,0.0916,7.95,0.1133,10.39,0.1481,23.62,0.3366,11.27,0.1606,10.5,0.1496,13.33,0.812,3,0.142,62,woman,high,24.028,320.3,3503.71,75.9,2.66,35.45,3489.75,113.27,7.122,94.94,7788.02,217.44,5.864,78.17,10150.84,220.13,6.322,84.28,4130.63,68.16,1.326,17.68,3584.11,46.46,0.734,9.78
125.37,32.47,0.259,8.92,0.0711,38.75,0.3091,6.99,0.0558,30.3,0.2417,7.94,0.0633,23.09,0.368,4,0.225,62,man,high,64.597,1491.55,19530.83,415.71,18.37,424.15,3689.91,116.23,7.538,174.05,27970.26,817.03,31.395,724.9,3308.72,60.91,1.899,43.86,12611.86,230.81,5.033,116.21,2330.02,24.9,0.363,8.38
43.42,7.8,0.1796,11.43,0.2632,6.77,0.1559,7.61,0.1753,2.55,0.0587,7.24,0.1667,9.02,0.908,30,0.586,56,man,high,20.897,188.49,4380.3,92.99,4.172,37.63,4848.97,169.18,9.639,86.94,4549.43,131.86,4.314,38.91,3399.29,64.14,1.963,17.7,1015.45,18.51,0.343,3.09,2408.44,30.91,0.466,4.21
56.01,4.15,0.0741,0.38,0.0068,23.59,0.4212,17.07,0.3048,8.41,0.1502,2.4,0.0428,19.18,0.556,13,0.557,28,man,high,25.205,483.43,2116.59,46.42,1.901,36.46,152.59,4.68,0.282,5.41,17764.89,501.94,18.069,346.56,7910.1,142.91,3.797,72.83,3074.73,47.74,1.044,20.02,802.76,7.0,0.112,2.15
4.71,0.68,0.1444,0.54,0.1146,1.23,0.2611,0.11,0.0234,1.55,0.3291,0.61,0.1295,10.8,0.797,12,0.066,70,woman,low,1.69,18.25,400.02,7.47,0.315,3.4,224.91,7.6,0.424,4.58,908.29,23.66,0.73,7.88,51.49,0.96,0.027,0.29,628.29,9.45,0.167,1.8,173.17,1.85,0.028,0.31
98.48,14.22,0.1444,30.52,0.3099,6.07,0.0616,2.73,0.0277,31.19,0.3167,13.76,0.1397,13.59,0.492,10,0.574,79,man,low,31.774,431.81,8329.43,152.02,6.182,84.02,11638.64,325.43,16.951,230.36,3951.82,98.47,3.337,45.35,1465.14,25.11,0.728,9.89,11016.92,190.51,3.902,53.03,4280.34,43.96,0.674,9.16
1.5,0.29,0.1933,0.09,0.06,0.46,0.3067,0.06,0.04,0.24,0.16,0.35,0.2333,21.43,0.976,16,0.074,60,woman,low,0.589,12.62,172.95,3.31,0.127,2.71,35.34,1.05,0.071,1.51,300.56,8.38,0.32,6.86,31.76,0.56,0.019,0.4,92.24,1.51,0.032,0.68,110.72,1.34,0.021,0.45
4.81,1.2,0.2495,0.1,0.0208,0.11,0.0229,1.14,0.237,0.99,0.2058,1.26,0.262,15.61,0.585,11,0.078,41,woman,low,1.117,17.43,649.18,11.95,0.436,6.81,44.41,1.28,0.095,1.49,79.98,2.0,0.072,1.13,546.66,10.33,0.358,5.59,411.81,5.13,0.101,1.58,423.5,4.01,0.054,0.84
3.05,0.64,0.2098,1.66,0.5443,0.49,0.1607,0.07,0.023,0.17,0.0557,0.02,0.0066,6.19,0.719,23,0.318,72,woman,high,2.131,13.19,329.0,7.35,0.313,1.94,671.09,24.3,1.478,9.15,319.38,7.71,0.295,1.83,33.6,0.69,0.022,0.14,64.36,1.19,0.022,0.13,6.58,0.07,0.001,0.01
172.77,2.83,0.0164,76.12,0.4406,3.1,0.0179,53.03,0.3069,22.73,0.1316,14.97,0.0866,7.81,0.276,21,0.539,43,all,high,65.186,509.1,1555.03,31.64,1.191,9.3,29351.43,773.94,47.383,370.06,2097.15,52.46,2.132,16.65,25755.22,446.81,11.274,88.05,8867.13,122.14,2.411,18.83,4621.08,50.67,0.794,6.2
132.06,9.72,0.0736,24.03,0.182,51.0,0.3862,9.23,0.0699,18.84,0.1427,19.25,0.1458,3.33,0.857,9,0.416,70,man,low,59.296,197.45,5530.27,99.39,3.578,11.92,10280.65,353.54,23.671,78.82,38747.91,898.27,25.797,85.9,4560.05,80.91,2.478,8.25,7525.46,129.04,2.661,8.86,6223.53,62.93,1.111,3.7
54.43,15.95,0.293,20.95,0.3849,5.21,0.0957,6.16,0.1132,4.51,0.0829,1.65,0.0303,16.76,0.693,14,0.309,71,woman,low,28.95,485.19,10064.36,211.32,8.373,140.33,8210.53,252.91,14.977,251.02,3561.42,87.39,3.42,57.32,2996.25,55.5,1.497,25.09,1706.33,29.31,0.606,10.16,563.26,5.43,0.077,1.28
1.32,0.35,0.2652,0.07,0.053,0.29,0.2197,0.11,0.0833,0.29,0.2197,0.2,0.1515,7.78,0.746,7,0.519,18,man,low,0.455,3.54,196.08,3.52,0.133,1.04,28.25,0.81,0.052,0.41,190.04,5.51,0.202,1.57,50.45,0.83,0.026,0.2,105.33,1.64,0.031,0.24,67.59,0.64,0.011,0.09
3.49,1.03,0.2951,0.28,0.0802,0.84,0.2407,0.88,0.2521,0.11,0.0315,0.35,0.1003,23.18,0.418,12,0.273,21,all,high,1.445,33.5,613.94,12.14,0.464,10.75,108.75,3.79,0.197,4.56,610.73,14.03,0.49,11.36,442.61,8.34,0.264,6.11,40.17,0.53,0.011,0.25,124.39,1.38,0.02,0.47
5.0,0.83,0.166,0.82,0.164,0.59,0.118,0.84,0.168,1.13,0.226,0.79,0.158,17.5,0.813,2,0.536,35,woman,high,1.983,34.71,460.06,9.98,0.411,7.19,357.92,10.36,0.599,10.49,498.82,13.97,0.507,8.86,407.1,8.36,0.26,4.55,423.67,7.28,0.15,2.63,262.26,3.36,0.056,0.98
29.88,13.43,0.4495,4.01,0.1342,2.08,0.0696,2.66,0.089,1.15,0.0385,6.55,0.2192,4.46,0.647,16,0.127,40,woman,low,12.403,55.32,7945.81,160.34,6.683,29.81,1718.01,51.96,3.414,15.23,1467.17,32.88,1.062,4.74,1368.1,26.05,0.778,3.47,480.01,8.04,0.158,0.71,2032.39,22.03,0.308,1.38
2.05,0.04,0.0195,0.23,0.1122,0.29,0.1415,0.88,0.4293,0.54,0.2634,0.07,0.0341,19.75,0.685,7,0.509,44,woman,all,0.75,14.81,23.28,0.49,0.021,0.41,91.37,2.79,0.18,3.55,212.98,5.39,0.207,4.09,412.62,7.42,0.273,5.38,194.84,3.5,0.066,1.31,21.22,0.22,0.003,0.07
28.87,6.89,0.2387,6.04,0.2092,7.42,0.257,1.66,0.0575,3.96,0.1372,2.89,0.1001,3.66,0.962,6,0.583,76,woman,high,14.21,52.01,3838.87,78.0,3.895,14.26,2420.36,73.58,4.216,15.43,5298.49,131.73,4.757,17.41,814.24,17.89,0.538,1.97,1590.04,33.39,0.609,2.23,982.32,13.35,0.195,0.71
171.02,3.07,0.018,22.23,0.13,23.1,0.1351,10.57,0.0618,12.74,0.0745,99.32,0.5808,0.69,0.888,25,0.136,57,man,low,40.464,27.92,1748.49,35.43,1.63,1.12,9170.79,263.13,16.798,11.59,16836.73,394.49,13.305,9.18,5239.94,100.14,2.771,1.91,4955.46,75.94,1.56,1.08,33686.07,321.61,4.402,3.04
14.98,4.21,0.281,4.57,0.3051,0.37,0.0247,2.92,0.1949,2.72,0.1816,0.2,0.0134,13.66,0.552,5,0.549,75,man,low,5.846,79.85,2113.45,38.07,1.454,19.86,1863.78,49.61,3.245,44.33,240.81,5.9,0.207,2.83,1349.73,23.09,0.653,8.92,957.78,14.6,0.276,3.77,65.49,0.62,0.011,0.15
2.56,0.95,0.3711,0.03,0.0117,1.04,0.4062,0.27,0.1055,0.14,0.0547,0.14,0.0547,11.58,0.606,10,0.167,72,woman,low,1.137,13.17,548.31,11.57,0.406,4.7,13.05,0.42,0.026,0.3,751.72,18.96,0.609,7.05,131.31,2.5,0.077,0.89,45.91,0.66,0.014,0.16,42.45,0.43,0.006,0.07
150.18,55.02,0.3664,21.19,0.1411,20.15,0.1342,4.18,0.0278,5.68,0.0378,43.96,0.2927,5.18,0.832,1,0.415,58,man,high,71.219,368.91,33222.63,751.17,32.212,166.86,8981.48,313.31,18.931,98.06,14798.77,434.32,15.224,78.86,2046.61,45.55,1.444,7.48,2097.64,38.64,0.775,4.01,14371.65,174.53,2.632,13.64
2.06,0.22,0.1068,0.44,0.2136,0.07,0.034,0.83,0.4029,0.36,0.1748,0.14,0.068,1.55,0.597,9,0.064,36,woman,all,0.814,1.26,133.16,2.74,0.114,0.18,183.82,6.48,0.358,0.56,48.17,1.24,0.048,0.07,397.8,7.33,0.241,0.37,139.39,2.27,0.048,0.07,39.73,0.4,0.006,0.01
13.37,0.25,0.0187,4.22,0.3156,5.38,0.4024,1.82,0.1361,1.45,0.1085,0.24,0.018,1.82,0.878,5,0.059,37,woman,high,6.182,11.25,131.08,3.6,0.131,0.24,1639.28,48.63,2.176,3.96,3618.02,82.99,3.214,5.85,825.66,16.24,0.468,0.85,630.87,9.75,0.177,0.32,82.71,1.01,0.017,0.03
149.39,29.95,0.2005,22.32,0.1494,10.18,0.0681,9.35,0.0626,43.16,0.2889,34.44,0.2305,11.23,0.959,30,0.521,50,all,high,48.439,543.97,17001.59,434.35,15.356,172.44,9305.43,272.61,15.495,174.0,7249.16,212.93,6.517,73.18,4152.23,101.29,3.076,34.55,17684.9,283.48,5.714,64.17,11543.1,156.36,2.282,25.62
30.95,5.33,0.1722,3.88,0.1254,9.06,0.2927,5.31,0.1716,1.6,0.0517,5.78,0.1868,23.62,0.876,4,0.285,34,woman,all,14.186,335.08,3388.86,69.24,2.799,66.12,1681.11,57.04,3.539,83.59,6516.11,160.53,5.745,135.7,2443.63,60.3,1.636,38.64,570.23,10.35,0.216,5.11,1659.06,18.02,0.251,5.93
184.38,35.72,0.1937,6.67,0.0362,29.42,0.1596,47.17,0.2558,33.2,0.1801,32.2,0.1746,22.49,0.759,10,0.308,80,woman,high,58.867,1323.91,21368.75,495.05,18.644,419.31,2700.84,90.39,5.631,126.65,20157.59,509.58,17.106,384.72,22912.52,413.18,11.792,265.19,12692.59,219.62,4.173,93.84,9835.36,101.23,1.521,34.2
131.55,3.38,0.0257,4.05,0.0308,60.14,0.4572,20.28,0.1542,13.66,0.1038,30.03,0.2283,12.75,0.768,26,0.146,29,man,high,55.26,704.57,1857.24,46.58,1.935,24.67,1691.02,67.85,4.15,52.92,41694.4,1286.82,39.307,501.17,10734.13,234.28,6.662,84.94,5308.15,90.47,1.73,22.05,9363.6,94.54,1.476,18.82
201.9,43.11,0.2135,20.63,0.1022,26.47,0.1311,35.58,0.1762,54.77,0.2713,21.34,0.1057,21.08,0.661,13,0.22,47,woman,high,70.171,1479.2,23904.85,550.66,22.51,474.51,9223.82,243.49,14.182,298.95,18387.05,452.58,16.022,337.74,16859.36,352.75,8.588,181.04,22432.01,369.31,7.724,162.83,6618.08,78.76,1.145,24.14
9.39,0.86,0.0916,0.34,0.0362,0.65,0.0692,2.88,0.3067,3.76,0.4004,0.89,0.0948,17.7,0.866,26,0.174,50,man,high,2.617,46.33,458.62,9.79,0.322,5.71,150.95,4.8,0.296,5.24,463.89,13.26,0.499,8.84,1308.62,25.58,0.837,14.81,1588.64,26.36,0.607,10.75,278.98,3.45,0.056,0.98
85.85,43.42,0.5058,8.57,0.0998,0.74,0.0086,2.31,0.0269,12.02,0.14,18.8,0.219,12.15,0.713,17,0.207,16,woman,high,33.175,403.08,26744.69,536.19,22.45,272.76,3653.34,121.28,7.327,89.03,484.07,13.48,0.532,6.46,1137.82,20.02,0.552,6.71,4840.72,74.87,1.528,18.57,5659.92,48.9,0.786,9.55
24.31,0.86,0.0354,5.31,0.2184,7.73,0.318,4.49,0.1847,3.13,0.1288,2.79,0.1148,1.94,0.791,30,0.228,65,man,low,10.648,20.66,468.46,10.96,0.458,0.89,2097.16,63.92,3.933,7.63,4915.74,133.34,4.533,8.79,2186.94,42.84,1.219,2.37,1173.91,17.89,0.358,0.69,867.89,9.22,0.147,0.29
58.47,12.26,0.2097,10.81,0.1849,0.36,0.0062,12.44,0.2128,6.96,0.119,15.64,0.2675,24.05,0.794,7,0.389,21,woman,low,19.065,458.52,7278.99,147.36,6.111,146.97,4003.11,134.86,7.66,184.22,234.04,6.95,0.226,5.43,6081.35,107.99,3.479,83.68,2692.04,38.72,0.842,20.25,5381.97,52.91,0.747,17.98
3.05,0.53,0.1738,0.26,0.0852,0.5,0.1639,0.63,0.2066,0.86,0.282,0.26,0.0852,2.31,0.927,30,0.081,39,woman,high,1.2,2.77,272.47,6.68,0.246,0.57,102.48,3.4,0.178,0.41,368.38,12.38,0.448,1.04,307.45,6.11,0.19,0.44,324.39,5.98,0.123,0.28,82.75,0.97,0.014,0.03
6.63,1.68,0.2534,1.07,0.1614,1.53,0.2308,0.73,0.1101,0.49,0.0739,1.13,0.1704,17.14,0.812,16,0.063,71,woman,high,3.535,60.6,925.57,19.48,0.86,14.75,482.63,18.64,1.265,21.69,1072.56,33.64,1.094,18.75,336.34,6.93,0.178,3.05,192.14,3.31,0.07,1.21,371.36,4.32,0.068,1.16
58.48,9.61,0.1643,4.52,0.0773,7.26,0.1241,29.81,0.5097,2.54,0.0434,4.74,0.0811,7.11,0.725,22,0.319,69,man,low,21.812,155.08,4692.61,86.46,3.175,22.57,1868.0,56.68,3.637,25.86,5311.29,140.95,4.596,32.68,16879.0,344.8,9.857,70.09,953.45,15.84,0.333,2.37,1664.56,14.47,0.214,1.52
15.67,4.81,0.307,0.12,0.0077,3.17,0.2023,1.66,0.1059,2.16,0.1378,3.74,0.2387,6.16,0.784,10,0.539,65,all,all,5.935,36.56,3019.08,62.29,2.685,16.54,48.58,1.59,0.086,0.53,2243.61,62.46,2.193,13.51,779.64,17.33,0.563,3.47,810.38,12.86,0.205,1.26,1206.1,13.21,0.204,1.26
12.43,2.59,0.2084,1.3,0.1046,1.46,0.1175,2.21,0.1778,2.32,0.1866,2.54,0.2043,15.18,0.969,17,0.351,40,all,all,4.126,62.63,1406.0,28.42,1.023,15.53,525.95,20.1,1.125,17.08,929.88,26.7,0.903,13.71,1171.98,23.16,0.651,9.88,816.47,14.06,0.292,4.43,787.79,8.77,0.132,2.01
4.36,0.08,0.0183,1.06,0.2431,1.45,0.3326,1.04,0.2385,0.21,0.0482,0.52,0.1193,18.34,0.534,9,0.579,37,man,low,1.844,33.81,49.17,0.97,0.034,0.63,454.56,13.31,0.783,14.35,954.14,22.98,0.747,13.69,483.23,8.32,0.229,4.2,81.65,1.27,0.023,0.41,178.37,2.04,0.028,0.52
197.58,76.39,0.3866,6.56,0.0332,25.19,0.1275,25.77,0.1304,26.31,0.1332,37.37,0.1891,20.34,0.509,13,0.291,59,man,low,58.311,1186.04,39148.26,744.32,27.743,564.29,2660.18,77.61,4.843,98.5,17336.55,384.93,14.708,299.16,12629.88,222.75,6.159,125.28,10614.43,146.08,2.668,54.27,13704.21,130.14,2.19,44.55
138.44,16.83,0.1216,45.5,0.3287,6.89,0.0498,45.54,0.329,10.76,0.0777,12.93,0.0934,14.71,0.752,27,0.308,39,man,low,62.045,912.68,9824.3,194.2,6.975,102.6,22294.09,646.98,33.964,499.61,4717.24,117.16,3.781,55.63,22971.0,481.21,15.331,225.53,4172.65,77.04,1.393,20.49,4339.22,45.61,0.6,8.83
11.46,2.9,0.2531,0.18,0.0157,1.96,0.171,2.62,0.2286,0.41,0.0358,3.38,0.2949,0.73,0.962,12,0.338,38,woman,low,3.434,2.51,1368.76,27.43,1.139,0.83,75.24,2.44,0.143,0.1,1267.87,34.13,1.194,0.87,1231.43,25.53,0.722,0.53,150.44,2.63,0.055,0.04,1035.16,11.6,0.182,0.13
4.31,0.44,0.1021,0.78,0.181,0.21,0.0487,0.37,0.0858,1.54,0.3573,0.97,0.2251,9.31,0.376,18,0.258,57,woman,high,1.361,12.67,247.64,4.71,0.186,1.74,316.62,10.45,0.682,6.35,135.2,3.07,0.11,1.02,211.05,3.91,0.128,1.19,643.09,10.57,0.206,1.92,301.02,3.23,0.049,0.46
2.47,0.41,0.166,0.0,0.0,0.22,0.0891,0.5,0.2024,0.58,0.2348,0.75,0.3036,5.28,0.518,24,0.533,62,woman,low,0.546,2.88,225.51,3.91,0.149,0.79,0.0,0.0,0.0,0.0,178.38,4.39,0.161,0.85,260.8,4.11,0.137,0.72,222.03,3.47,0.066,0.35,230.37,2.14,0.033,0.18
177.46,10.89,0.0614,28.64,0.1614,9.13,0.0514,27.03,0.1523,80.05,0.4511,21.71,0.1223,7.02,0.499,27,0.341,80,man,low,46.609,327.19,6262.94,125.77,4.893,34.35,11955.75,360.58,21.571,151.43,5984.14,136.16,4.459,31.3,13133.47,228.16,7.2,50.54,29945.38,416.1,7.517,52.77,6771.89,63.39,0.969,6.8
139.56,60.22,0.4315,13.74,0.0985,14.51,0.104,37.97,0.2721,1.22,0.0087,11.9,0.0853,13.39,0.758,4,0.224,36,man,high,62.055,830.91,31163.32,771.25,28.748,384.93,5545.47,177.77,9.936,133.05,9694.01,255.02,9.222,123.48,19821.47,449.45,13.275,177.75,510.65,9.38,0.21,2.81,3781.5,46.47,0.664,8.89
98.85,7.74,0.0783,22.89,0.2316,42.16,0.4265,21.19,0.2144,3.72,0.0376,1.16,0.0117,5.37,0.585,19,0.452,55,woman,all,50.629,271.88,4359.83,88.13,3.447,18.51,10300.6,327.85,20.284,108.93,27143.96,665.72,20.945,112.47,9392.73,194.03,5.464,29.34,1511.52,23.33,0.44,2.36,398.37,3.69,0.049,0.27
3.95,0.07,0.0177,0.02,0.0051,0.61,0.1544,0.4,0.1013,2.06,0.5215,0.79,0.2,6.15,0.569,21,0.13,17,woman,low,0.684,4.21,37.01,0.71,0.028,0.17,8.35,0.25,0.015,0.09,423.02,10.29,0.315,1.94,209.35,3.81,0.112,0.69,809.43,10.31,0.178,1.09,263.3,2.59,0.037,0.23
1.8,0.24,0.1333,0.76,0.4222,0.06,0.0333,0.33,0.1833,0.24,0.1333,0.18,0.1,5.63,0.794,1,0.41,32,woman,high,1.058,5.96,137.95,2.92,0.112,0.63,317.93,11.02,0.755,4.25,39.44,1.19,0.04,0.23,171.45,3.74,0.112,0.63,86.75,1.4,0.03,0.17,58.07,0.66,0.01,0.05
1.73,0.76,0.4393,0.11,0.0636,0.01,0.0058,0.17,0.0983,0.11,0.0636,0.56,0.3237,10.43,0.948,5,0.463,32,man,low,0.538,5.61,418.59,8.7,0.358,3.74,44.73,1.27,0.077,0.8,7.57,0.2,0.006,0.07,75.29,1.46,0.047,0.49,36.83,0.56,0.012,0.12,192.47,2.19,0.038,0.39
14.73,0.64,0.0434,4.43,0.3007,0.32,0.0217,2.97,0.2016,1.41,0.0957,4.97,0.3374,10.58,0.576,30,0.06,66,man,low,5.184,54.85,349.15,6.32,0.253,2.67,1854.57,53.34,3.305,34.96,234.02,5.9,0.214,2.26,1478.42,29.35,0.99,10.48,503.75,5.72,0.129,1.36,1514.37,17.86,0.294,3.12
12.38,0.19,0.0153,0.74,0.0598,2.18,0.1761,4.77,0.3853,1.33,0.1074,3.17,0.2561,13.43,0.615,11,0.439,23,man,low,3.429,46.05,98.81,2.17,0.086,1.16,287.23,6.82,0.349,4.68,1409.45,36.14,1.211,16.27,2413.36,42.0,1.493,20.04,604.74,7.98,0.146,1.96,941.91,9.71,0.143,1.93
21.7,2.54,0.1171,7.6,0.3502,4.8,0.2212,0.41,0.0189,4.09,0.1885,2.26,0.1041,2.94,0.875,27,0.369,79,woman,low,10.381,30.52,1523.88,30.33,1.331,3.91,3126.54,99.75,5.766,16.95,3183.23,75.34,2.564,7.54,192.07,3.6,0.116,0.34,1778.18,25.11,0.492,1.45,690.2,7.9,0.112,0.33
1.52,0.02,0.0132,0.26,0.1711,0.68,0.4474,0.1,0.0658,0.12,0.0789,0.33,0.2171,0.97,0.537,28,0.322,43,man,low,0.491,0.48,11.1,0.23,0.009,0.01,113.45,3.07,0.163,0.16,450.66,9.31,0.267,0.26,46.78,0.86,0.024,0.02,44.47,0.59,0.012,0.01,103.12,1.1,0.017,0.02
1.97,0.7,0.3553,0.38,0.1929,0.36,0.1827,0.16,0.0812,0.35,0.1777,0.02,0.0102,11.28,0.766,11,0.263,33,all,high,1.101,12.42,388.61,10.19,0.398,4.49,169.05,5.68,0.355,4.0,242.96,7.54,0.257,2.9,75.61,1.7,0.043,0.49,127.57,2.33,0.047,0.53,6.65,0.08,0.001,0.01
3.32,0.08,0.0241,0.1,0.0301,0.41,0.1235,1.29,0.3886,0.82,0.247,0.62,0.1867,10.24,0.754,19,0.183,70,man,high,0.894,9.15,44.55,0.95,0.038,0.39,39.92,1.19,0.076,0.78,283.84,7.83,0.247,2.53,654.82,14.72,0.401,4.1,319.48,4.84,0.093,0.95,216.98,2.59,0.038,0.39
4.07,0.48,0.1179,0.0,0.0,0.17,0.0418,2.31,0.5676,0.52,0.1278,0.58,0.1425,19.66,0.952,9,0.485,73,man,low,1.09,21.42,292.2,5.65,0.229,4.51,0.0,0.0,0.0,0.0,124.9,3.44,0.124,2.44,1152.92,22.22,0.646,12.71,188.36,3.49,0.066,1.29,180.6,1.76,0.024,0.47
86.57,0.08,0.0009,28.98,0.3348,15.84,0.183,5.53,0.0639,16.96,0.1959,19.18,0.2216,18.4,0.813,6,0.363,41,man,high,40.795,750.63,46.5,1.22,0.044,0.8,12440.44,413.54,24.217,445.59,11540.98,358.25,11.943,219.75,2542.88,48.07,1.266,23.3,6116.56,117.48,2.37,43.6,5354.85,62.53,0.956,17.59
5.41,0.87,0.1608,0.63,0.1165,1.59,0.2939,0.38,0.0702,1.49,0.2754,0.44,0.0813,1.96,0.923,29,0.091,62,all,high,2.052,4.02,440.06,9.96,0.381,0.75,234.93,7.24,0.358,0.7,1071.43,28.95,0.931,1.82,177.97,3.83,0.11,0.22,608.91,11.69,0.246,0.48,141.3,1.98,0.027,0.05
87.47,11.48,0.1312,6.18,0.0707,26.77,0.306,4.62,0.0528,33.65,0.3847,4.77,0.0545,17.24,0.818,2,0.145,31,woman,high,33.198,572.34,6126.26,147.76,4.85,83.61,2516.59,100.17,6.506,112.16,16909.86,513.34,15.246,262.84,2270.27,46.84,1.447,24.94,13388.24,226.39,4.848,83.57,1516.55,19.92,0.302,5.21
10.3,3.04,0.2951,2.46,0.2388,1.18,0.1146,0.62,0.0602,0.03,0.0029,2.98,0.2893,2.83,0.436,10,0.598,61,woman,low,3.26,9.23,1595.97,22.79,0.944,2.67,1022.7,28.11,1.488,4.21,794.02,17.57,0.549,1.55,303.77,4.4,0.144,0.41,10.67,0.15,0.003,0.01,929.36,8.59,0.132,0.37
78.89,11.98,0.1519,2.27,0.0288,20.95,0.2656,27.09,0.3434,11.19,0.1418,5.4,0.0684,1.82,0.599,27,0.111,28,woman,high,29.625,53.92,6794.08,150.86,6.537,11.9,885.65,31.12,1.855,3.38,14295.46,358.95,12.737,23.18,12882.21,239.11,6.776,12.33,4632.96,74.59,1.478,2.69,1642.44,16.37,0.242,0.44
2.17,0.09,0.0415,0.08,0.0369,0.53,0.2442,0.44,0.2028,0.37,0.1705,0.66,0.3041,8.7,0.466,22,0.373,30,man,all,0.61,5.3,49.31,0.91,0.036,0.31,30.29,0.88,0.051,0.44,352.16,8.68,0.341,2.97,244.39,4.24,0.113,0.98,129.99,1.79,0.037,0.32,228.62,2.29,0.032,0.27
181.06,18.98,0.1048,68.46,0.3781,9.89,0.0546,8.9,0.0492,64.66,0.3571,10.17,0.0562,13.84,0.295,10,0.075,69,woman,low,76.003,1051.88,9409.55,131.39,5.222,72.27,27554.84,815.25,55.79,772.13,6583.68,154.64,4.856,67.21,3959.96,71.47,2.081,28.8,23436.03,341.52,7.634,105.65,3276.31,29.16,0.42,5.82
34.7,4.8,0.1383,0.59,0.017,3.39,0.0977,17.58,0.5066,0.69,0.0199,7.65,0.2205,4.5,0.673,1,0.377,31,woman,all,9.675,43.54,2647.84,59.49,2.147,9.66,225.02,6.68,0.348,1.57,2177.26,54.21,1.906,8.58,8482.51,158.17,4.758,21.41,262.59,4.33,0.086,0.39,2338.38,28.23,0.43,1.94
12.76,0.61,0.0478,3.89,0.3049,6.55,0.5133,0.41,0.0321,1.27,0.0995,0.03,0.0024,21.75,0.712,9,0.589,71,man,high,9.18,199.67,339.36,6.72,0.267,5.82,1751.31,58.19,3.452,75.08,5250.92,142.42,5.192,112.93,211.05,4.15,0.122,2.66,435.9,7.56,0.145,3.15,10.25,0.1,0.002,0.03
7.18,0.48,0.0669,0.97,0.1351,1.65,0.2298,1.81,0.2521,0.15,0.0209,2.12,0.2953,16.6,0.62,9,0.281,59,man,high,2.795,46.39,288.53,6.37,0.244,4.05,437.73,13.81,0.806,13.37,1163.45,28.88,1.003,16.65,978.91,19.85,0.607,10.08,58.51,0.97,0.022,0.36,648.64,7.3,0.113,1.88
20.16,4.34,0.2153,3.89,0.193,2.99,0.1483,2.04,0.1012,3.1,0.1538,3.8,0.1885,21.79,0.506,12,0.085,60,woman,all,7.889,171.9,2401.51,50.18,2.045,44.56,1666.81,51.26,3.182,69.33,1965.3,54.97,1.722,37.53,949.19,15.44,0.452,9.85,1215.16,17.85,0.352,7.67,1119.13,9.65,0.136,2.95
